name,cuisine,blurb,num_words,high_price,low_price,currency,distinctions,photos,photo_count,add_info,latitude,longitude,comments,num_comments,special_comment,avg_price,avg_USD,standing,bib,stars,assiette,value_menu
Baracca-Storica Hostaria, Regional,"A fine restaurant with an elegant ambience. Find chairs covered with white fabric, Thun porcelain, efficient service and high quality cuisine with beautifully presented dishes that are full of flavour. Try the risotto with scampi, courgettes and citron or the fried vegetables and seafood.",44,37.0,15.0,EUR,"[[bib-gourmand], [standing-13], [good-value-menu]]",[],0,"[Menu 15 € (lunch)/30 € - Carte 19/37 €, booking advisable, Park or Garden, Enclosed car park, Address via Ronchi 1, 35010 Trebaseleghe, Phone +390499385126, Email info@ristorantebaracca.it, Website: http://www.ristorantebaracca.it]",45.59254,12.04119,,0,,26.0,29.07,13.0,1,0,0,1
L'Oasi, Fish and seafood,"A restaurant with an attractive, bright veranda and small garden, where simple yet delicious cuisine is made from an excellent selection of top quality produce. This is definitely the place for anyone who enjoys raw fish dishes!",37,81.0,30.0,EUR,[[standing-13]],[],0,"[Carte 30/81 €, Wheelchair accessible, Air conditioning, No dogs allowed, Address piazza Cavour, 19015 LEVANTO, Phone +390187800856, Email ristorante@oasihotel.eu, Website: http://www.oasihotel.eu]",44.169827,9.612084,,0,,55.5,62.06,13.0,0,0,0,0
L'Acquario, Regional,"In the historic centre of an attractive village by the lake, this restaurant is a good option for anyone wanting to try Umbrian cuisine. Dishes made from freshwater fish (caviar from Lake Trasimeno, tagliolini pasta with smoked tench, baked carp etc) take pride of place on the menu.",48,51.0,22.0,EUR,"[[bib-gourmand], [standing-12], [good-value-menu]]",[],0,"[Menu 22/25 € - Carte 26/51 €, Address via Vittorio Emanuele 69, 06061 CASTIGLIONE DEL LAGO, Phone +390759652432, Email info@ristorantelacquario.it, Website: http://www.ristorantelacquario.it]",43.126957,12.050903,,0,,36.5,40.81,12.0,1,0,0,1
Trattoria Al Passo, Fish and seafood,"Successive generations of the same family have run this pleasant restaurant just outside the city for over 70 years. Enjoy a selection of fish and seafood dishes (raw, grilled or fried with numerous condiments to accompany your starters) in a maritime themed dining room or on the light and airy veranda. There is a good selection of desserts to round off your meal.",63,136.0,54.0,EUR,[[standing-12]],[],0,"[Carte 54/136 €, Air conditioning, Address via Passo 118, 30124 Venezia, Phone +3904190047, Email trattoriaalpasso@gmail.com]",45.48067,12.29817,,0,,95.0,106.22,12.0,0,0,0,0
Vistamare, Modern ,A beautiful view of the sea and the beach accompanied by imaginative and creative cuisine - what more could you want? You will be tempted to come here for both lunch and dinner.,33,68.0,46.0,EUR,[[standing-18]],"[https://download.viamichelin.com/media/image2/XL/ir/xo/hJ/KkQfyeFqfM9OmjqQ.jpg, https://download.viamichelin.com/media/image2/XL/8_/Gp/Kq/IXQBGUOWzzO23Y-g.jpg, https://download.viamichelin.com/media/image2/XL/_p/sS/uQ/oBSZ2LdFbwpfyR9A.jpg, https://download.viamichelin.com/media/image2/XL/2c/sS/qy/GOTra3G8e4C6JcIQ.jpg, https://download.viamichelin.com/media/image2/XL/c2/KC/rM/P3RDKyEBa_g3MysQ.jpg, https://download.viamichelin.com/media/image2/XL/SD/1S/k_/PxTdOtr5YK9JErKQ.jpg, https://download.viamichelin.com/media/image2/L/XM/SK/pk/-eREe1a-bLH8NrYQ.jpg, https://download.viamichelin.com/media/image2/XL/wB/cW/IK/xiR02uDtOid-uZiQ.jpg, https://download.viamichelin.com/media/image2/L/n-/Bi/sK/nZQFy6DH8j66lMlw.jpg, https://download.viamichelin.com/media/image2/XL/Vg/h0/zI/2ST2aY2f1x-3C46w.jpg, https://download.viamichelin.com/media/image2/XL/gF/1N/vn/zXT0S6zaN-OSoEQQ.jpg, https://download.viamichelin.com/media/image2/XL/2D/5L/fQ/2aTFm33zmljEjaOg.jpg, https://download.viamichelin.com/media/image2/XL/J9/7d/tC/KIT8COzH9n9t22fg.jpg, https://download.viamichelin.com/media/image2/L/lh/Iq/uL/KMRMeICDuou4QgUA.jpg, https://download.viamichelin.com/media/image2/XL/Fk/0i/R6/ycTXqBZooz4pf_XA.jpg, https://download.viamichelin.com/media/image2/XL/Pz/D8/HD/flSKWVKDPIJ4B55w.jpg, https://download.viamichelin.com/media/image2/XL/VF/pG/KL/WbTqO2tPPIEDOoPA.jpg, https://download.viamichelin.com/media/image2/XL/Gi/TX/gI/sbQ0yzb1fV5Sj1VQ.jpg, https://download.viamichelin.com/media/image2/XL/FW/NP/qR/4kTTq2j2aOD-t6Ew.jpg]",19,"[Carte 46/68 €, dinner only, Park or Garden, Wheelchair accessible, Air conditioning, Address piazzale Gaetano Loffredo, 04100 Latina, Phone +390773273418, Email info@ilfoglianohotel.it]",41.405994,12.872224,,0,,57.0,63.73,18.0,0,0,0,0
Fiorini.Eat, Fish and seafood,"This family fishmongers has moved premises and also opened a modern restaurant where guests can enjoy some of their delicious produce. Good choice of raw fish dishes, as well as other seafood options.",33,63.0,28.0,EUR,[[standing-12]],[],0,"[Carte 28/63 €, Wheelchair accessible, Air conditioning, Private dining rooms, Address via del Guazzatoio, 5, 42121 Reggio nell'Emilia, Phone +390522454771, Email fiorini.eat@libero.it, Website: http://www.fiorinieat.it]",44.69384,10.63114,,0,,45.5,50.87,12.0,0,0,0,0
Lanzani Bottega & Bistrot, Modern ,"This modern restaurant (open from 7am to 11pm), once the family butcher's, also acts as a delicatessen and wine boutique. Full restaurant service in the evening with simpler dishes and a more restricted choice at lunchtime. Situated some distance from the centre.",42,66.0,36.0,EUR,[[standing-12]],[],0,"[Carte 36/66 €, Wheelchair accessible, Air conditioning, Address via Albertano da Brescia 41, 25121 Brescia, Phone +39030313471, Email info@lanzanibistrot.it, Website: http://www.gastronomialanzani.it]",45.54815,10.17946,,0,,51.0,57.02,12.0,0,0,0,0
Pensando A Te, Modern ,"A modern and elegantly informal restaurant with a young, lively ambience. The owner-chef creates delicious cuisine with a focus on regional roots. He uses many of the techniques he learnt while working in some of Italy's major restaurants on the coast.",41,55.0,32.0,EUR,[[standing-13]],"[https://download.viamichelin.com/media/image2/XL/yz/KW/Vn/AhT06QYQwBb6wW1w.jpg, https://download.viamichelin.com/media/image2/XL/ff/UQ/4E/n6SR6W4VlyEMF1Qg.jpg, https://download.viamichelin.com/media/image2/XL/gC/zL/BZ/dsTHaXL7Y-_DxIaA.jpg, https://download.viamichelin.com/media/image2/XL/b1/N3/Pz/CJQRaxINnyrsnS9g.jpg]",4,"[Menu 38/50 € - Carte 32/55 €, Air conditioning, No dogs allowed, Address via dei Due Principati 40h, 84081 Baronissi, Phone +39089954740, Email info@pensandoate.it, Website: http://www.pensandoate.it]",40.727917,14.772523,,0,,43.5,48.64,13.0,0,0,0,0
Larossa, Modern ,"Although it has only recently celebrated its first anniversary, this elegant, gourmet restaurant has already made a name for itself. This is thanks to its modern yet regionally inspired cuisine, which is expertly prepared and beautifully presented.",37,89.0,44.0,EUR,[[standing-13]],"[https://download.viamichelin.com/media/image2/XL/mQ/_D/7c/FYTV2x2PNN0cxZAA.jpg, https://download.viamichelin.com/media/image2/XL/Jr/DT/st/K2Qvmt8otXdnDZzA.jpg, https://download.viamichelin.com/media/image2/XL/Ts/WO/v3/SHRsioV4hDcQH1ww.jpg, https://download.viamichelin.com/media/image2/XL/dp/02/c5/MwTQuxQffiHoQekQ.jpg, https://download.viamichelin.com/media/image2/XL/xN/tR/c5/21TfSvxEopZ0PXZg.jpg, https://download.viamichelin.com/media/image2/XL/uz/kN/Iz/XDQueyyn8DiqsiSw.jpg]",6,"[Menu 52/75 € - Carte 44/89 €, Air conditioning, Address via Alberione 10/D, 12051 Alba, Phone +390173060639, Email info@ristorantelarossa.it, Website: http://www.ristorantelarossa.it]",44.696484,8.035489,,0,,66.5,74.36,13.0,0,0,0,0
Marè, Modern ,"Not just a restaurant but also a beach, bar and shop, catering for guests from breakfast in the morning to evening aperitifs with tapas, as well as serving quick snacks and intimate dinners. Fresh and informal ambience with an individual feel.",41,56.0,26.0,EUR,[[standing-17]],[],0,"[Carte 26/56 €, lunch only, Wheelchair accessible, Address Via Molo Di Levante 74, 47042 Cesenatico, Phone +390547672188, Email info@marecesenatico.it, Website: http://www.marecesenatico.it]",44.206894,12.402652,,0,,41.0,45.84,17.0,0,0,0,0
La Caletta, Campanian|Modern ,A terrace perched above the sea with just a few tables and stunning views. This is the perfect setting for delicious Mediterranean cuisine with a focus on modern dishes from Campania.,31,69.0,49.0,EUR,[[standing-14]],"[https://download.viamichelin.com/media/image2/XL/1x/J-/So/f-QUab5DZpm7Y0Lw.jpg, https://download.viamichelin.com/media/image2/XL/Xt/7D/Bu/qBQbiB0_EkVp1K6Q.jpg, https://download.viamichelin.com/media/image2/XL/Ks/Zs/DH/wlSxuixOjCL5Nfcw.jpg, https://download.viamichelin.com/media/image2/XL/St/kZ/mn/Y9Qf6lFwLrWBc3vg.jpg, https://download.viamichelin.com/media/image2/XL/x5/3Q/JL/HaS2CoNRfK98xaEw.jpg, https://download.viamichelin.com/media/image2/XL/5I/eC/Re/ZfTne3BUvSf987yg.jpg]",6,"[Carte 49/69 €, dinner only - pre-book, Enclosed car park, Address strada statale 145,9, 80069 Vico Equense, Phone +390818015731, Email info@scrajoterme.it, Website: http://www.scrajoterme.it]",40.67335,14.435949,,0,,59.0,65.97,14.0,0,0,0,0
Acquerello, Creative,"Although there is a menu at this restaurant, the best way to sample the cuisine is to follow the tasting options offered by the chef. These are a fine balance of delicate flavours and original combinations that offer a hint of Eastern influence and pleasing contrasts of cooking methods and temperatures.",51,90.0,25.0,EUR,"[[star], [standing-13], [good-value-menu]]","[https://download.viamichelin.com/media/image2/XL/cC/HD/iL/h8Q06UxU87TMQovA.jpg, https://download.viamichelin.com/media/image2/XL/oE/rk/qT/MkSruPElWraMQX6A.jpg]",2,"[Menu 25 € (weekday lunch)/90 € - Carte 44/79 €, number of covers limited, pre-book, Air conditioning, Address via Patrioti 5, 21054 FAGNANO OLONA, Phone +390331611394, Email silvio.salmoiraghi@teletu.it]",45.66908,8.87049,,0,,57.5,64.29,13.0,0,1,0,1
Trattoria Cavour, Ligurian,"A historic trattoria with a large veranda overlooking the town's main piazza. Don't be put off by the tables, which are fairly close together, the cuisine is delicious and carefully prepared with real passion by the owners.",37,58.0,28.0,EUR,[[standing-12]],[],0,"[Carte 28/58 €, Air conditioning, Address piazza Cavour 1, 19015 LEVANTO, Phone +390187807786, Email info@trattoriacavour.it, Website: http://www.trattoriacavour.it]",44.16969,9.61271,,0,,43.0,48.08,12.0,0,0,0,0
Aga, Creative,"At the foot of Monte Pelmo, a young chef and his girlfriend introduce their guests to dishes that demonstrate a personal interpretation of classic international favourites with a focus on technique, innovation and originality. From the bread and butter to the sophisticated cuisine served here, enjoy a culinary journey that is full of delightful surprises.",55,75.0,50.0,EUR,"[[star], [standing-13]]","[https://download.viamichelin.com/media/image2/XL/SJ/G8/ia/B3SkW56ZqHmqI4zw.jpg, https://download.viamichelin.com/media/image2/XL/AR/eH/2A/FRRF6wE836pu3y1A.jpg]",2,"[Menu 50/75 € - Carte 52/68 €, Wheelchair accessible, Enclosed car park, Address via Trieste 6, 32046 San Vito di Cadore, Phone +390436890134, Email info@agaristorante.it, Website: http://www.agaristorante.it]",46.45359,12.2102,,0,,62.5,69.88,13.0,0,1,0,0
Dopolavoro, Modern ,"The renowned name of Giancarlo Perbellini is behind this new restaurant housed in a building dating from 1936 on its own private island - the Isola delle Rose, right out in the Venetian lagoon. After a day of business meetings or exploring Venice, enjoy delicious gourmet recipes with an individual flavour and skilful light touch - the true mark of a great chef.",63,182.0,109.0,EUR,"[[star], [standing-14]]","[https://download.viamichelin.com/media/image2/L/VT/Vg/CJ/UwQ5y_H1aZ1qVaWw.jpg, https://download.viamichelin.com/media/image2/XL/7X/_N/Ab/ZdQ7-UMZgg_d1DLA.jpg, https://download.viamichelin.com/media/image2/XL/_W/Pv/rz/r4TYy73N6Hi82hxQ.jpg, https://download.viamichelin.com/media/image2/XL/oV/1E/sp/TASqSX8GHz01VeMg.jpg, https://download.viamichelin.com/media/image2/L/F-/1N/g2/N-TrSYjpqZImqriQ.jpg, https://download.viamichelin.com/media/image2/XL/St/u2/Lu/Q9QP2F94QwiVUeuQ.jpg, https://download.viamichelin.com/media/image2/L/2I/DI/oH/X5QdCGWzw7gRvtag.jpg]",7,"[Carte 109/182 €, dinner only - booking advisable, Park or Garden, Wheelchair accessible, Air conditioning, No dogs allowed, Address isola delle Rose, 25 mn di navetta privata dal pontile di San Marco, 30124 VENEZIA, Phone +390412968111, Email dopolavoro.venice@jwmarriotthotels.com, Website: http://www.jwvenice.com]",45.405827,12.321496,,0,,145.5,162.68,14.0,0,1,0,0
Green T., Chinese,Owner Yan introduces tea lovers to the 'Tao of Tea' (an introduction and tasting of this ancient beverage) in this original restaurant situated on four floors of a building not far from the Pantheon. Asian cuisine takes pride of place on the menu.,43,66.0,9.0,EUR,"[[standing-12], [good-value-menu]]",[],0,"[Menu 9 € (weekday lunch)/17 € - Carte 29/66 €, Air conditioning, Private dining rooms, Address Via del Piè di Marmo 28, 00186 Roma, Phone +39066798628, Email info@green-tea.it, Website: http://www.green-tea.it]",41.89757,12.479062,,0,,37.5,41.93,12.0,0,0,0,1
Scannabue Caffè Restaurant, Piedmontese,"This lively local trattoria has an old-fashioned feel. All the focus is on excellent Piedmontese dishes, including specialities such as tajarin pasta, Fassone beef and hazelnuts. A few fish options are also available.",33,60.0,30.0,EUR,"[[bib-gourmand], [standing-12]]",[https://download.viamichelin.com/media/image2/XL/ew/o0/hO/LCSDqZDLp31qP-kQ.jpg],1,"[Menu 30 € - Carte 31/60 €, booking advisable, Air conditioning, Address largo Saluzzo 25/h, 10125 Torino, Phone +390116696693, Email mail@scannabue.it, Website: http://www.scannabue.it]",45.05826,7.679032,,0,,45.0,50.32,12.0,1,0,0,0
L'Argine di Vencò, Creative,"With just 15 covers, diners at this rural restaurant surrounded by hills and vineyards receive the full attention of chef Antonia Klugmann. There is a restricted choice on the menu in order to guarantee the fresh quality of the ingredients. These are simply cooked and presented with a judicious use of herbs - one of the hallmarks of Klugmann's cuisine.",60,100.0,40.0,EUR,"[[star], [standing-13]]","[https://download.viamichelin.com/media/image2/L/90/gS/a4/-hTPOCwYWzVV8KgA.jpg, https://download.viamichelin.com/media/image2/L/gt/Hu/pS/vmRhSs32_FWgo-3g.jpg, https://download.viamichelin.com/media/image2/L/fp/KN/hZ/_KR3GdVL3n4zxp0g.jpg, https://download.viamichelin.com/media/image2/XL/a7/0h/De/IiSH2WJqRZ0nyRwA.jpg, https://download.viamichelin.com/media/image2/XL/sy/SD/bY/gbRpuzB7CWc9Z7dQ.jpg, https://download.viamichelin.com/media/image2/XL/i6/9Z/mr/KhRXmZAnu6QNK4LQ.jpg, https://download.viamichelin.com/media/image2/XL/2c/YO/0x/8fQsuut0oerOsgtA.jpg]",7,"[Menu 40/100 € - Carte 51/66 €, booking advisable, With rooms, Meals outside, Wheelchair accessible, Air conditioning, Enclosed car park, Address località Vencò 15, 34070 Dolegna del Collio, Phone +3904811999882, Email antoniaklugmann@virgilio.it, Website: http://www.largineavenco.it]",46.003094,13.466562,,0,,70.0,78.27,13.0,0,1,0,0
Da Armando al Pantheon, Roman,"Just a few metres from the Pantheon, this small family-run restaurant has been delighting locals and visitors for years with its traditional cuisine. Booking ahead is essential if you want to be sure of a table.",36,66.0,34.0,EUR,[[standing-12]],[],0,"[Carte 34/66 €, number of covers limited, pre-book, Air conditioning, No dogs allowed, Address salita dè Crescenzi 31, 00186 Roma, Phone +390668803034, Website: http://www.armandoalpantheon.it]",41.899017,12.4762745,,0,,50.0,55.91,12.0,0,0,0,0
Michelangelo Restaurant, Modern ,This restaurant at Linate airport has large windows offering views of the planes taking off and landing on the runway. Modern dining room with an open-view kitchen serving contemporary cuisine.,30,75.0,24.0,EUR,"[[standing-13], [good-value-menu]]",[],0,"[Menu 24 € (weekday lunch)/59 € - Carte 33/75 €, booking advisable, Air conditioning, Address via Forlanini, 20090 Segrate, Phone +390276119975, Email michelangelo.restaurant@mychef.it, Website: http://www.michelangelorestaurantlinate.it]",45.41111,9.114574,,0,,49.5,55.35,13.0,0,0,0,1
Cavallini, Fish and seafood|Regional,A first-floor restaurant decorated in bright colours and personalised decor. From Thursday to Sunday the traditional meat focused menu is supplemented by a good choice of fish - the chef's true passion.,32,75.0,24.0,EUR,"[[standing-13], [good-value-menu]]",[],0,"[Menu 25/42 € - Carte 24/75 €, Air conditioning, Address viale Bigioli 47, 62027 San Severino Marche, Phone +390733634608, Email info@ristorantecavallini.com, Website: http://www.ristorantecavallini.com]",43.229713,13.176599,,0,,49.5,55.35,13.0,0,0,0,1
Terre del Sacramento, Regional,"Named after a novel written by Francesco Jovine, a 20C author from the region, this typical restaurant serves regional specialities with a focus on seasonal produce. Four simple but clean and beautifully kept guestrooms are available on the first floor.",40,35.0,19.0,EUR,"[[standing-12], [good-value-menu]]",[],0,"[Menu 25/35 € - Carte 19/26 €, With rooms, Wheelchair accessible, Air conditioning, Enclosed car park, Address contrada Colle Falcone snc, 86030 Guardialfiera, Phone +393476016923, Email info@leterredelsacramento.com, Website: http://www.leterredelsacramento.com]",41.817833,14.779915,,0,,27.0,30.19,12.0,0,0,0,1
