name,cuisine,blurb,ZIP,latitude,longitude,avg_USD,stars,bib,assiette,wine,view,garden,outside_dining,air_conditioning,no_dogs,parking,dinner_only,wheelchair,private_dining,with_rooms,booking,lunch_only,dinner_tasting,valet
Recette, Contemporary,"A consummate pleaser, this corner restaurant mimics the character of the neighborhood-intimate, quaint, and sophisticated. Inside and out, a buzzy vibe seems to extend from the semi-open kitchen to the small bar. Service is genuine and warm; decorative mirrors make the most of the diminutive space, accented with tall wood-framed windows. Dishes are inventive, often deliciously riffing on the familiar. For a fun twist on wings, try the crispy, soft-centered ""Buffalo"" sweetbreads with a blue di bufala dip and pickled celery. Raw snapper is topped with grated bottarga and pickled onion, served alongside crispy oyster fritters. Heartier dishes include fresh-cut spaghetti with sweet shrimp, tomato, chili, and sea urchin or venison loin-stuffed cabbage.",10014,40.7374,-74.00673,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mapo Tofu, Chinese,"""How many?"" That's the greeting at this temple of ""ma la,"" where enticing aromas are sure to lure you in. Find yourself among executives and locals slurping up a host of chili oil specialties (don't wear white!). This is the kind of place where dragons go to recharge their breath. Some may peruse the menu-rife with typos-for daily specials, but most blaze their tongues with Sichuan pickles or chilled noodles tossed in an intense sesame vinaigrette. The place is named after a humble dish, but many items surprise with bold flavors like silky fish fillets swimming in a spicy broth with Napa cabbage, or camphor tea-smoked duck. Peppercorns in stir-fried chicken unite subtle sweetness with intense heat, while sponge squash offers a cooling, textural finale.",10016,40.75001,-73.97735,18.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Print, American,"Travel to these western hinterlands and breath a whiff of Californian sensibility. Print's home, off the lobby of the Ink48 hotel, has an easy-breezy layout that unites lounging and supping in a space that is pleasantly moody and particularly cozy. The talented team behind this locavore kitchen takes its mission seriously: there is a full time forager on payroll, water is poured into recycled glasses, the kitchen composts, and the menu highlights the provenance of ingredients. Seasonality and simplicity are shown in creations like a wintertime salad of watercress, blood orange, Medjool dates, crushed Marcona almonds, and sherry vinaigrette. During the summer, ride up to the 16th-floor Press lounge for drinks, small plates, and killer views.",10019,40.76461,-73.99558,37.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Andre's Café, Eastern European,"A glass case displaying a decadent selection of traditional pastries-everything from savory meat pies to apple strudel and Sachertorte-greets and tempts guests entering this charming Hungarian café. Purchase something to-go, or take a seat at one of the small wooden tables in the brick-walled, knickknack-filled dining room and peruse the menu. Standouts include a crisp cucumber salad, marinated in slightly sweetened vinegar and served ice-cold, and meaty stuffed cabbage, braised until silken and rustically presented in a pool of paprika-infused tomato broth. For dessert, tuck into the Dobos torte, a tall stack of yellow sponge cake and chocolate buttercream topped with a thick layer of crunchy, amber-tinged caramel embedded with a whole hazelnut.",10028,40.77705,-73.95268,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purple Yam, Asian,"Filipino food authorities Amy Besa and Romy Dorotan serve up a deliciously freewheeling array of Southeast Asian treats at this inviting café, named for their homeland's adored tuber. Located in lovely Ditmas Park, a neighborhood extoled for its Victorian homes, the interior charms with soothing colors and a view of the kitchen at work. Filipino favorites abound, as in chicken adobo-the bone-in pieces are browned and braised in a complex-tasting sauce of coconut sap vinegar, coconut milk, and soy sauce. Standouts might include pancit bihon made with rice vermicelli stir-fried with roast pork, bok choy, and bean sprouts. Other tasty options depart from the Philippines, such as sweetly spiced goat curry with fresh mango chutney.",11226,40.64047,-73.96565,37.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Novitá, Italian,"This delightfully unpretentious trattoria is located on the ground floor of an art deco residential building that dates back to 1928. Novitá may have only opened in 1994, but elegant touches honor its tony Gramercy locale, with flowers dressing up the interior and canvas umbrella-topped tables outside. The dining room combines large, bright windows with pale yellow walls and a warm, autumnal-hued banquette. The staff's air of friendly formality suits the room. Enjoyable house-made pasta might feature strozzapreti tossed in fragrant basil pesto. Equally pleasing is a salad of rucola, avocado, and warm calamari. Other options include entrées like the black pepper-crusted tuna with lemon sauce, or a bittersweet chocolate-speckled semifreddo for dessert.",10010,40.73919,-73.98661,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Má Pêche, Fusion,"Midtown's version of Momofuku is a soaring space furnished in sleek blonde wood and located on the lower level of the Chambers hotel. Like all siblings, this ""Lucky Peach"" family member strives to make its own voice heard-and it does so successfully. Dim sum Momofuku-style is the name of the game here, and stimulating small plates are wheeled around the canvas-wrapped expanse. The gastro chain's iconic pork buns are presented on their own cart in mini bamboo steamers. A raw bar wagon is stocked with torched sea scallop crudo dressed with yuzu and olive oil; and hot treats include succulent jerk chicken wings. Be sure to save room for dessert, as goodies from Milk Bar star and may include birthday cake truffles, or blueberry-miso soft-serve.",10019,40.76288,-73.9752,37.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Bamboo Garden, Chinese,"Brooklyn's Dyker Heights, a residential neighborhood in the southwest corner of the borough, is awash in delicious dim sum, but Bamboo Garden holds a special place in locals' hearts. An impressive display of roasted meats is the key differentiator of this bright and bustling gem that also proffers piping hot dim sum-and the servers are more than happy to explain their cart's content to newbies. Kick things off with the har gow, a tender quartet of dumplings stuffed with crunchy little rock shrimp; or the flaky, perfectly savory barbecue pork puffs. And, then move on to succulent barbecue pork, fanned over a bed of fluffy white rice with a drizzle of soy; or crispy pan-fried noodles with tender stir-fried beef, straw mushrooms, and Chinese greens.",11220,40.63289,-74.01201,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chef's Table at Brooklyn Fare, Contemporary,"At 7:00 P.M. this storefront attached to a gourmet grocer turns into something conceptual and remarkable. Here, Chef César Ramirez-the bespectacled authoritarian-stands center stage, surrounded by sous chefs and state-of-the-art everything. He personally welcomes every guest to his ""table"" which is actually a gleaming steel counter surrounding his kitchen, where each copper pot is watched-over and every porcelain vessel is cooled or warmed to match the temperature of the food it holds. The bar for painstaking detail seems to rise with each dish. Expect a bang of flavor to open your meal, perhaps with a tart layering briny sea trout roe. Signatures like sea urchin piled over toasted brioche with a round of Périgord truffle never lose their impact. However, what was once an endless parade of seafood bites from faraway shores has grown and refined into equally lush mini-entrées. A square of Miyagi beef is whoa-inducing. Tiny wild strawberries, yogurt ice cream, and sake gelée balance each element with wondrous intensity. The menu changes every night, but Chef Ramirez never veers from his brilliant melding of French and Japanese cuisines with modern style that keeps pleasure at the forefront.",11201,40.68872,-73.98581,112.5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelina's, Italian,"It's no secret that Angelina's is Staten Island's place to celebrate Italian-American culture. Packed by 7:00 P.M. and boasting stunning river sunset views, it also offers live music and a massive atrium attracting revelers from near and far. The multi-level Victorian may conjure New Orleans, but Angelina's keeps the focus clearly on Italian-American cooking with excellent pastas and plush red wines. The classic baked clams oreganata have that idyllic blend of butter and garlic. Spaghettini al pomodoro is as lovely as it sounds, with long-simmered tomato ragù, basil, and a sprinkling of Parmigiano. The popular trenette nere con frutti di mare piles a mountain of shrimp, clams, mussels, and scallops on thick squid ink pasta bathed in chunky tomato sauce.",10307,40.51367,-74.25117,62.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
Cafe Luna, Italian,"This well-run local institution proves that one should never judge a restaurant by its strip mall cover. With its Italian-American cooking, romantic fireplace, enclosed wine room, and covered veranda, Cafe Luna has a friendly, warm, and familial air thanks to the Sicilian owners who hail from Palermo. Their perfectly prepared pastas mean the standards are taken care of, and it's easy to leave here satisfied. Start with short little corkscrews of fresh fusilli puttanesca in a strong, plum tomato sauce enhanced by anchovies, red chili flakes, garlic, basil, and black olives. Deliciously fresh red snapper marechiaro combines briny clams and sweet mussels with a fresh fish fillet and light tomato sauce with hints of chili flakes and lots of fresh parsley.",10309,40.52378,-74.23434,37.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Giuliana's, Italian,"Staten Island may swarm with Italian-American eateries, but this festive classic does a masterful job in keeping its kitchen distinct and the patrons loyal. Guiliana's is the queen bee amid shops, catering halls, and ample competition. The interior is modest and charming, with framed pictures of smiling patrons and a fully stocked bar. Hearty stracciatella is loaded with spinach and a comforting sauce of eggy parmesan, finished with a generous shower of black pepper. Seek out the perciatelle con sarde, a Sicilian-style pasta tossed in a powerful blend of fennel, saffron, raisins, sardines, anchovy paste, and crunch of toasted breadcrumbs. A trio of gelatos-pistachio, chocolate, and bitter almond, served with biscotti-is a divine ending.",10308,40.53977,-74.14848,37.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Robataya, Japanese,"Irasshaimase! This is the kind of intensely authentic place where welcomes are shouted to guests upon entering. At peak times, wait among Japanese expats and young couples lining the sidewalk. Aim straight for the counter to appreciate the theatrics of it all, where orders are acknowledged with more shouts flying from Japanese servers to chefs. The energy is high, but so are the standards for their expertly grilled meats and vegetables. Kneeling cooks use long wooden paddles to deliver dishes hot off the robata, like gyu tataki, seared beef filet topped with tobiko and scallions on a bed of red onions with ponzu. Technical mastery is clear in a salt-packed sea bream's subtle smoky flavors emphasizing the delicacy of such white, flaky fish.",10003,40.72965,-73.98774,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
